    87129	2017-01-19 09:52:29	1	0	1	0
    87129	2017-01-19 09:52:31	1	0	1	0
    82150	2017-01-19 10:16:08	1	0	15	0
    82150	2017-01-19 10:16:09	1	0	15	0
    82150	2017-01-19 10:16:21	1	0	15	0
    82150	2017-01-19 10:16:22	1	0	15	0
    82156	2017-01-19 10:57:01	1	0	15	0
    94011	2017-01-19 10:58:39	1	0	1	0
    82150	2017-01-19 11:01:33	1	0	15	0
    87129	2017-02-03 09:09:34	1	0	1	0
    87129	2017-02-03 09:10:16	1	0	1	0
    87129	2017-02-03 09:10:17	1	0	1	0
    87129	2017-02-03 09:10:18	1	0	1	0
    87129	2017-02-03 09:10:19	1	0	1	0
    87129	2017-02-03 09:10:21	1	0	1	0
    87129	2017-02-03 09:10:22	1	0	1	0
    71009	2017-02-03 12:01:16	1	0	15	0
    95004	2017-02-03 12:01:55	1	0	15	0
    95004	2017-02-03 12:01:57	1	0	15	0
    95004	2017-02-03 12:02:02	1	0	15	0
    95004	2017-02-03 12:02:04	1	0	15	0
    92018	2017-02-03 12:02:08	1	0	15	0
    92018	2017-02-03 12:02:10	1	0	15	0
    93005	2017-02-03 12:02:28	1	0	15	0
    93005	2017-02-03 12:02:29	1	0	15	0
    72009	2017-02-03 12:03:27	1	0	15	0
    72009	2017-02-03 12:03:29	1	0	15	0
    72009	2017-02-03 12:03:31	1	0	15	0
    66061	2017-02-03 12:03:36	1	0	15	0
    66061	2017-02-03 12:03:39	1	0	15	0
    66061	2017-02-03 12:03:41	1	0	15	0
    77126	2017-02-03 12:04:18	1	0	15	0
    77126	2017-02-03 12:04:20	1	0	15	0
    84158	2017-02-03 12:09:50	1	0	1	0
    63019	2017-02-03 12:14:44	1	0	1	0
    56023	2017-02-03 12:17:16	1	0	15	0
    61024	2017-02-03 12:20:04	1	0	15	0
    61024	2017-02-03 12:20:06	1	0	15	0
    61024	2017-02-03 12:31:07	1	0	15	0
    61024	2017-02-03 12:31:09	1	0	15	0
    70082	2017-02-03 12:31:16	1	0	15	0
    70082	2017-02-03 12:31:18	1	0	15	0
    70082	2017-02-03 12:31:21	1	0	15	0
    95004	2017-02-03 12:33:43	1	0	15	0
    95004	2017-02-03 12:33:45	1	0	15	0
    58026	2017-02-03 12:34:10	1	0	1	0
    58026	2017-02-03 12:34:12	1	0	1	0
    71009	2017-02-03 12:34:25	1	0	15	0
    71009	2017-02-03 12:34:26	1	0	15	0
    85140	2017-02-03 12:34:31	1	0	15	0
    85140	2017-02-03 12:34:33	1	0	15	0
    92018	2017-02-03 12:34:37	1	0	15	0
    92018	2017-02-03 12:34:39	1	0	15	0
    65015	2017-02-03 12:37:49	1	0	15	0
    65015	2017-02-03 12:38:39	1	0	15	0
    65015	2017-02-03 12:38:40	1	0	15	0
    66061	2017-02-03 12:38:59	1	0	15	0
    66061	2017-02-03 12:39:00	1	0	15	0
    66061	2017-02-03 12:39:02	1	0	15	0
    66061	2017-02-03 12:39:04	1	0	15	0
    56023	2017-02-03 12:41:36	1	0	1	0
    30019	2017-02-03 12:42:45	1	0	15	0
    30019	2017-02-03 12:42:47	1	0	15	0
    63019	2017-02-03 12:43:08	1	0	1	0
    63019	2017-02-03 12:43:19	1	0	1	0
    75031	2017-02-03 14:05:10	1	0	1	0
    91048	2017-02-03 14:11:00	1	0	15	0
    91048	2017-02-03 14:11:02	1	0	15	0
    87103	2017-02-03 14:18:36	1	0	1	0
    84004	2017-02-03 14:27:08	1	0	15	0
    84004	2017-02-03 14:27:11	1	0	1	0
    55028	2017-02-03 14:48:48	1	0	15	0
    55028	2017-02-03 14:48:50	1	0	15	0
    55028	2017-02-03 14:48:52	1	0	15	0
    55028	2017-02-03 14:48:53	1	0	15	0
